drug_name,indication_name
sodium,methaemoglobinaemia
tazarotene,actinic keratosis
ropinirole,bradycardia
salmeterol,bronchitis chronic
irinotecan,mesothelioma
testosterone,androgen deficiency
glipizide,type 2 diabetes mellitus
sertraline,hypervigilance
venlafaxine,suicidal ideation
aztreonam,bladder pain
tamoxifen,embolism
tacrolimus,hepatic failure
tiagabine,partial seizures
tramadol,pain
dexamethasone,myositis
fentanyl,coordination abnormal
gadolinium,angiopathy
amoxicillin,rhinitis seasonal
cefotetan,renal failure
doxazosin,bladder neck obstruction
leucovorin,colon cancer
doxycycline,psittacosis
cefditoren,pneumonia
sorafenib,thyroid cancer
celecoxib,hypertension
oestrogen,osteoporosis postmenopausal
prednisone,nephrotic syndrome
ipratropium,nasopharyngitis
sertraline,hypoaesthesia
warfarin,atrial fibrillation
dexamethasone,diabetic retinal oedema
carbamazepine,status epilepticus
oxycodone,respiratory depression
penicillin,sexually transmitted disease
estradiol,atrophic vulvovaginitis
ethosuximide,epilepsy
rimantadine,influenza like illness
prednisolone,head injury
estradiol,vaginal haemorrhage
bupropion,major depression
clonidine,hypertensive crisis
bumetanide,acute pulmonary oedema
ticagrelor,thrombosis
trazodone,agitation
tobramycin,sepsis neonatal
prednisone,stevens-johnson syndrome
amlodipine,myocardial infarction
phenobarbital,convulsion
moxifloxacin,pelvic inflammatory disease
propafenone,sudden death
diethylpropion,hyperlipidaemia
atorvastatin,blood pressure increased
pravastatin,transient ischaemic attack
gabapentin,pain
cefoxitin,abdominal abscess
cyclophosphamide,granulomatosis with polyangiitis
retinoic,acquired immunodeficiency syndrome
gentamicin,subcutaneous abscess
ribavirin,blood bilirubin increased
ifosfamide,neoplasm malignant
deprenyl,bradyphrenia
doxorubicin,hypersensitivity
lithium,hypomania
retinoic,depressive symptom
progesterone,flatulence
5-fu,colon cancer
cancidas,aspergillus infection
sodium,feeling abnormal
atomoxetine,body temperature increased
sumatriptan,asthma
citalopram,aggression
ephedrine,bronchospasm
metronidazole,urogenital trichomoniasis
conjugated,migraine
guanfacine,hypertension
diazepam,muscle spasms
carbamazepine,decreased interest
demethyl,choroiditis
sulindac,osteoarthritis
ciprofloxacin,pseudomonas infection
docetaxel,hypersensitivity
temozolomide,glioblastoma
quinidine,malaria
estradiol,micturition urgency
fenofibrate,pancreatitis
progesterone,somnolence
bupropion,dysphoria
olmesartan,diabetic nephropathy
cefuroxime,renal impairment
cortisol,haemolytic anaemia
valproate,drug interaction
clomipramine,schizophrenia
buspirone,myalgia
photofrin,cataract
dexamethasone,tendonitis
estradiol,skin irritation
paliperidone,psychotic disorder
valganciclovir,acquired immunodeficiency syndrome
cortisol,erythema
omeprazole,early satiety
olanzapine,weight increased
epinephrine,tremor
flumazenil,panic disorder
norfloxacin,nephrolithiasis
domperidone,renal impairment
pentobarbital,cholera
naproxen,gastrointestinal haemorrhage
ofloxacin,conjunctivitis
naproxen,ulcer
ezetimibe,hypercholesterolaemia
acth(1-39,optic neuritis
citalopram,disturbance in attention
citalopram,disinhibition
rotigotine,restless legs syndrome
estradiol,neoplasm malignant
diazepam,paraplegia
5-asa,colitis ulcerative
acyclovir,viral infection
valproate,hyperkinesia
edrophonium,cholinergic syndrome
edrophonium,myasthenia gravis
goserelin,endometriosis
atenolol,cardiac failure
adefovir,chronic hepatitis b
sumatriptan,hemiplegic migraine
cancidas,fungal infection
busulfan,acute myeloid leukaemia
meloxicam,rheumatoid arthritis
everolimus,liver disorder
estradiol,hyperthyroidism
dexamethasone,pulmonary tuberculosis
cortisol,prostate cancer
cytarabine,leukaemia
prednisone,arteritis
azithromycin,otitis media acute
prednisone,hypotension
cerivastatin,premature menopause
k779,plasmacytoma
pregabalin,partial seizures
paroxetine,feeling guilty
carboplatin,neoplasm
methylprednisolone,stevens-johnson syndrome
ramiprilat,nephropathy
venlafaxine,emotional distress
risperidone,tachyphrenia
triamcinolone,connective tissue disorder
ketorolac,abdominal discomfort
miconazole,tinea pedis
celecoxib,juvenile idiopathic arthritis
k779,acquired immunodeficiency syndrome
tetraen,blood cholesterol increased
6-mercaptopurine,chronic lymphocytic leukaemia
cancidas,neutropenia
pilocarpine,glaucoma
lidocaine,photosensitivity reaction
oxaliplatin,colorectal cancer
fluoxetine,tension
venlafaxine,hypersomnia
anagrelide,myeloproliferative disorder
cefaclor,lower respiratory tract infection
dexamethasone,dermatomyositis
meloxicam,gastrointestinal disorder
tranylcypromine,agitation
flurbiprofen,osteoarthritis
cyclophosphamide,waldenstrom's macroglobulinaemia
amiodarone,atrial fibrillation
allopurinol,polycythaemia vera
lincomycin,corynebacterium infection
leucovorin,neoplasm malignant
atenolol,renal failure
bupropion,mental disorder
fentanyl,dissociation
dexamethasone,polyarteritis nodosa
ropinirole,vascular resistance systemic
norfloxacin,gastroenteritis
etoricoxib,musculoskeletal pain
haloperidol,schizoaffective disorder
ofloxacin,bronchitis
doxycycline,sexually transmitted disease
pilocarpine,cardiovascular disorder
acyclovir,herpes zoster disseminated
fluconazole,oral pain
atenolol,myocardial ischaemia
atenolol,hyperlipidaemia
cilostazol,intermittent claudication
morphine,respiratory depression
ciprofloxacin,glucose-galactose malabsorption
gentamicin,eczema
perampanel,convulsion
rifabutin,renal failure
alprazolam,generalised anxiety disorder
dexamethasone,aplasia pure red cell
dapsone,leprosy
flucloxacillin,pneumonia
cortisone,epicondylitis
sotalol,mean arterial pressure
phenylbutyric,pregnancy
topiramate,hepatocellular injury
sulfasalazine,arthritis
roxithromycin,hepatic function abnormal
bortezomib,plasmacytoma
rifapentine,pulmonary tuberculosis
atenolol,renal impairment
fusidic,furuncle
zoledronic,spinal cord compression
lidocaine,arthropod bite
sertraline,emotional distress
methylprednisolone,adrenogenital syndrome
piroxicam,tendonitis
orlistat,obesity
dexamethasone,seborrhoeic dermatitis
minocycline,urethritis noninfective
cortisol,sarcoidosis
warfarin,coagulation time prolonged
bleomycin,hodgkin's disease lymphocyte depletion type stage unspecified
venlafaxine,dyspnoea
eslicarbazepine,convulsion
amoxicillin,asthma
octreotide,pituitary tumour benign
fludarabine,leukaemia
tamoxifen,sarcoma
ertapenem,infection
methotrexate,acute leukaemia
thymidine,foetor hepaticus
moxifloxacin,hypokalaemia
telithromycin,pneumonia
prednisolone,trichiniasis
acetaminophen,back pain
ipratropium,sneezing
doxapram,pulmonary function test decreased
thymidine,chronic hepatitis b
5-azacytidine,myelodysplastic syndrome
aliskiren,essential hypertension
cyclophosphamide,hodgkin's disease lymphocyte predominance type stage unspecified
dasatinib,acute lymphocytic leukaemia
propranolol,neoplasm
quetiapine,psychotic disorder
bleomycin,squamous cell carcinoma
lomefloxacin,cystitis
sertraline,depressive symptom
fosphenytoin,feeling abnormal
cortisol,enteritis
dexamethasone,pemphigus
budesonide,proctocolitis
cefoxitin,renal impairment
methadone,procedural pain
montelukast,rhinitis perennial
dihydroergotamine,acute myocardial infarction
lisuride,parkinsonism
methylphenidate,distractibility
diazepam,tetanus
diltiazem,atrial flutter
dabrafenib,glucose-6-phosphate dehydrogenase deficiency
benzathine,streptococcal infection
fluphenazine,renal failure
etoposide,kaposi's sarcoma
posaconazole,infection
leuprorelin,leiomyoma
benzathine,glomerulonephritis acute
bleomycin,hodgkin's disease
diclofenac,chronic hepatitis
cetirizine,urticaria
doxepin,anxiety
desloratadine,cough
fluvastatin,menarche
ibuprofen,blood pressure increased
prednisolone,carditis
sotalol,arrhythmia supraventricular
nifedipine,vasospasm
methylphenidate,heart disease congenital
anidulafungin,endocarditis
lansoprazole,gastric ulcer
pamidronate,neoplasm
metoprolol,hypertension
retinoic,acute promyelocytic leukaemia
doxorubicin,bladder neoplasm
fluoxetine,mood swings
spironolactone,cardiac failure congestive
risedronate,fracture
carbamazepine,trigeminal neuralgia
cas,glucose-6-phosphate dehydrogenase deficiency
linaclotide,hypertension
albendazole,foetor hepaticus
aspirin,dysmenorrhoea
doxorubicin,bladder cancer
sertraline,sleep disorder
ceftizoxime,renal impairment
glimepiride,coma
progesterone,disability
clozapine,headache
dexamethasone,stevens-johnson syndrome
ceftazidime,sepsis neonatal
bupivacaine,labour pain
bcnu,glioblastoma multiforme
ofloxacin,pneumonia anthrax
estradiol,hypersensitivity
prednisone,synovitis
iodixanol,cerebral infarction
prednisone,neonatal respiratory distress syndrome
carvedilol,vascular resistance systemic
fk463,candida infection
demethyl,psoriasis
oxaliplatin,breast cancer
cefaclor,renal failure
methamphetamine,agitation
atenolol,liver disorder
ranolazine,angina pectoris
bosentan,connective tissue disorder
acetohydroxamic,infection
insulin,coma
prednisolone,bronchopulmonary aspergillosis allergic
epinephrine,rhinitis seasonal
ofloxacin,conjunctivitis bacterial
cancidas,candida infection
v,inflammation
lithium,hyperkinesia
ciclopirox,pityriasis
dexamethasone,drug hypersensitivity
olanzapine,tension
doxorubicin,bladder cancer stage iv
deprenyl,fatigue
methazolamide,glaucoma
fluticasone,sinus headache
triamcinolone,ankylosing spondylitis
indomethacin,pain
metronidazole,pericoronitis
lisuride,tremor
prednisone,pneumonia aspiration
gliclazide,diabetes mellitus
methylprednisolone,inflammation
carboplatin,small cell lung cancer
cladribine,body temperature increased
triamcinolone,pulmonary tuberculosis
lidocaine,anorectal discomfort
prednisone,rhinitis perennial
benzathine,pinta
carnitine,hypotonia
risperidone,pituitary tumour
bosentan,cardiac failure chronic
methotrexate,bronchial carcinoma
isoflurane,diabetes mellitus
retinoic,photodermatosis
gadoversetamide,renal impairment
deferasirox,haemosiderosis
prednisolone,secondary adrenocortical insufficiency
prednisolone,tenosynovitis
phenylephrine,hypertension
irinotecan,pleural effusion
sumatriptan,cluster headache
penciclovir,ophthalmic herpes zoster
prednisolone,pulmonary tuberculosis
fluticasone/salmeterol,asthma
doxazosin,parkinsonism
alendronate,osteoporotic fracture
sodium,iron deficiency anaemia
carbamazepine,simple partial seizures
methylprednisolone,enteritis
carbamazepine,polyuria
brinzolamide,open angle glaucoma
modafinil,hypersomnia
clozapine,cardiac arrest
fluoxetine,hot flush
pantoprazole,infection
miconazole,oropharyngeal candidiasis
ciprofloxacin,osteoarthritis
candesartan,cardiac failure congestive
ramiprilat,cerebrovascular accident
thalidomide,renal cell carcinoma
disopyramide,cardiomyopathy
hydroxocobalamin,neoplasm
dexamethasone,status asthmaticus
nedocromil,bronchospasm
fosinopril,renin decreased
cytarabine,neoplasm
prednisone,seborrhoeic dermatitis
azithromycin,sinusitis bacterial
gatifloxacin,conjunctivitis infective
fluticasone,food allergy
fentanyl,euphoric mood
oseltamivir,asthma
salbutamol,asthma exercise induced
atropine,hyperhidrosis
triamcinolone,tenosynovitis
celecoxib,spondyloarthropathy
naproxen,back pain
propafenone,cardiac index
cytarabine,tetanus
perhexiline,angina pectoris
phenobarbital,eclampsia
azithromycin,mycobacterium avium complex infection
metolazone,hepatocellular injury
carvedilol,hepatocellular injury
sunitinib,pulmonary embolism
clomipramine,anxiety
ofloxacin,sinusitis bacterial
paroxetine,asthenia
ofloxacin,keratitis bacterial
propranolol,ventricular arrhythmia
venlafaxine,discomfort
buspirone,pollakiuria
ciprofloxacin,cervicitis
vancocine,thermal burn
5-azacytidine,lung disorder
acebutolol,ventricular arrhythmia
sitaxsentan,hypertension
d-penicillamine,renal impairment
doxorubicin,adenocarcinoma gastric
tibolone,osteoporotic fracture
lymecycline,trachoma
atropine,angle closure glaucoma
doxycycline,syphilis
lidocaine,haemorrhoids
linezolid,bacteraemia
cefaclor,tonsillitis
pramipexole,restless legs syndrome
cortisol,thrombocytopenia
timolol,ocular hypertension
fosinopril,microalbuminuria
melatonin,poor quality sleep
verapamil,fasting
cortisol,iridocyclitis
dalteparin,myocardial infarction
imatinib,cardiac failure congestive
quinidine,muscle spasms
demethyl,gouty arthritis
cyclophosphamide,retinoblastoma
eletriptan,basilar migraine
lansoprazole,gastritis
aripiprazole,mania
bosentan,immunodeficiency
azithromycin,asplenia
penicillin,pneumococcal infection
trazodone,feeling guilty
topiramate,headache
vinblastine,hodgkin's disease lymphocyte depletion type stage unspecified
insulin,abdominal pain
aspirin,fracture
rasburicase,blood uric acid increased
medroxyprogesterone,dyspareunia
cyclobenzaprine,nervous system disorder
iodixanol,medulloblastoma
alprazolam,insomnia
naproxen,nephropathy
memantine,muscle spasticity
paroxetine,abdominal distension
caffeine,apnoea neonatal
diclofenac,aura
oxycodone,neoplasm malignant
ketoconazole,mucocutaneous candidiasis
methylprednisolone,secondary adrenocortical insufficiency
citalopram,dry mouth
progesterone,night sweats
isosorbide-5-mononitrate,myocardial ischaemia
cortisone,mycosis fungoides
salbutamol,bronchitis chronic
fluoxetine,musculoskeletal discomfort
vacv,infection
regadenoson,atrioventricular block
monomycin,corynebacterium infection
paroxetine,hypoaesthesia
procarbazine,lymphoma
hydroxocobalamin,endocrine disorder
moxifloxacin,bacterial infection
sotalol,ventricular arrhythmia
formoterol,asthma exercise induced
deferoxamine,shock
morphine,mood swings
allopurinol,myeloproliferative disorder
gemifloxacin,bronchitis chronic
retinoic,diabetes mellitus
tacrolimus,liver disorder
bupropion,fatigue
diazoxide,hypotension
paroxetine,chest pain
gadodiamide,renal impairment
nefazodone,major depression
metaproterenol,wheezing
doxycycline,vaginal inflammation
erlotinib,pancreatic carcinoma metastatic
etravirine,dermatitis
rofecoxib,aura
fe(iii,tension
betaxolol,hypertension
pentoxifylline,cardiovascular disorder
etoposide,hepatocellular carcinoma
clarithromycin,otitis media acute
zidovudine,infection
methotrexate,testis cancer
ezetimibe,phytosterolaemia
ivermectin,volvulus
clonazepam,dyspnoea
dexamethasone,psoriasis
cortisol,dermatitis atopic
darifenacin,hypertonic bladder
moclobemide,social phobia
ethambutol,pulmonary tuberculosis
prednisone,adrenogenital syndrome
etoposide,neoplasm malignant
dalteparin,thrombophlebitis
carvedilol,angina unstable
mirtazapine,nephropathy
pancuronium,mean arterial pressure
epinephrine,anaphylactoid reaction
levonorgestrel,device expulsion
ciprofloxacin,lower respiratory tract infection
v,choroiditis
leuprorelin,menopause
midazolam,emotional distress
prednisone,hypokalaemia
etoposide,gestational trophoblastic tumour
cas,renal failure
clarithromycin,abscess
progesterone,acute coronary syndrome
lorcaserin,diabetes mellitus
mycophenolate,neoplasm malignant
benzathine,rheumatic fever
fluoxetine,depressed mood
doxazosin,peak expiratory flow rate
simvastatin,low density lipoprotein increased
benzathine,syphilis
paroxetine,social phobia
paroxetine,abdominal discomfort
clarithromycin,infection
oxaliplatin,colorectal cancer metastatic
ciprofloxacin,urethritis
cancidas,meningitis
naproxen,procedural pain
sulfacetamide,eye infection
doxorubicin,bone sarcoma
mirtazapine,drug abuse
varenicline,suicidal behaviour
imatinib,blast cell crisis
triamcinolone,dermatitis exfoliative
mefloquine,plasmodium ovale infection
medroxyprogesterone,uterine haemorrhage
fluoxetine,dysphoria
k779,carcinoid syndrome
mitotane,neoplasm malignant
minocycline,periodontitis
leuprorelin,endometriosis
oestrogen,hypogonadism female
posaconazole,candida infection
leflunomide,swelling
cetirizine,rhinitis allergic
flurbiprofen,bursitis
prednisolone,temporal arteritis
estradiol,cushing's syndrome
mycophenolate,transplant rejection
azithromycin,pharyngitis streptococcal
methotrexate,hodgkin's disease lymphocyte predominance type stage unspecified
docetaxel,lung neoplasm malignant
ramipril,cardiac failure
lisinopril,hepatic function abnormal
lorazepam,anxiety disorder
megestrol,cachexia
deferasirox,myelodysplastic syndrome
dihydroergotamine,coronary artery disease
carvedilol,essential hypertension
atropine,dyspnoea
cefotaxime,renal failure
imatinib,acute lymphocytic leukaemia
